"agency","x_employees","x_female","x_male","x_white","x_black","x_hispanic","x_asian","x_sor","check_gender","check_eth_race","d1","d2","d4","d3","d5","d3_norm","d4_norm","d3_gender","d3_race","d4_gender","d4_race","d3_gender_norm","d3_race_norm","d3_norm_high","d3_gender_norm_high","d3_race_norm_high","d3_gender_race_norm_high"
"DCAS",2468,39,61,28,34,24,11,3,100,100,46.6712999526141,1.65402703540084,-0.5,20.9398293510477,0.391864478424864,17.8246195233826,33.3333333333333,14.1494175251208,15.4360110440102,0.101512009560587,0.290352468864277,25,18.1265252898021,FALSE,FALSE,FALSE,FALSE
"DOITT",1576,38,62,35,27,15,19,4,100,100,46.543868671322,1.93797923806874,1.5,21.2618750651401,0.480028003696586,18.431457069619,100,15.5636310874939,14.4858799752731,0.111941809054746,0.36808619464184,27.5,15.9836251145351,FALSE,FALSE,FALSE,FALSE
"MAYORALTY",1271,59,41,44,20,15,17,4,100,100,46.2743183229072,1.76864677635506,0.5,21.1623837829338,0.444862511950609,18.2439835435821,66.6666666666667,14.1348537223411,15.7496792863918,0.100593134247008,0.344269377703601,24.9742545907366,18.8339642460597,FALSE,FALSE,FALSE,FALSE
"BOE",833,47,53,31,32,16,4,17,100,100,54.6712999526141,6.93806938036486,-0.5,24.1570020633583,0.925308837725952,23.8868060674886,33.3333333333333,2.83570902613601,23.989987557483,0.0200835418092286,0.905225295916723,5,37.4189349089469,FALSE,FALSE,FALSE,FALSE
"NYCERS",444,61,39,32,35,10,21,2,100,100,65.2294523441317,2.59588316864502,-0.5,28.8923048786961,0.672725020555356,32.8096372538786,33.3333333333333,16.9632808470873,23.3882958786305,0.12116137095186,0.551563649603496,29.9742545907366,36.0618956051132,FALSE,FALSE,FALSE,FALSE
"TRS",349,58,42,37,28,11,20,3,100,99,49.5232723439113,1.82103970953916,1.5,22.657911068136,0.490287431708369,21.0620372184763,100,12.720640159968,18.7500999435248,0.0903920822348031,0.399895349473566,22.4742545907366,25.6010326680949,FALSE,FALSE,FALSE,FALSE
"OPA",152,61,39,26,34,21,18,1,100,100,57.2294523441317,2.46925646635262,-0.5,24.2481335566077,0.666523090143017,24.0585270664908,33.3333333333333,16.9632808470873,17.3268313283741,0.12116137095186,0.545361719191157,29.9742545907366,22.3910307376113,FALSE,FALSE,FALSE,FALSE
"NYCPPF",144,53,47,38,22,17,20,3,100,100,28.5232723439113,1.14243053537479,1.5,13.441374210577,0.290165628394328,3.69512200520398,100,5.64957234810256,12.1964286966439,0.039964577430756,0.250201050963572,9.97425459073663,10.8200579945152,FALSE,FALSE,FALSE,FALSE
"DORIS",73,56,44,41,22,18,15,4,100,100,32.5232723439113,1.32580586603132,1.5,15.1055805319848,0.325368531625947,6.83102115343752,100,9.89221303522184,11.4158961310125,0.070124180894778,0.255244350731169,17.4742545907366,9.05966574261636,FALSE,FALSE,FALSE,FALSE
"CLERK",75,68,32,21,17,43,17,1,100,99,75.446927815511,2.72922884830955,-0.5,34.3140988445911,0.756771851913214,43.0260382258232,33.3333333333333,26.862775783699,21.3506125605586,0.195604916210014,0.5611669357032,47.4742545907366,31.4661592029354,FALSE,FALSE,FALSE,FALSE
"FDNYPF",36,69,31,42,22,6,31,0,100,101,89.1112245760066,3.98649035235699,0.5,39.8547360045569,1.26924639533029,53.466377940378,66.6666666666667,28.2769893460721,28.0857945501823,0.206647726638251,1.06259866869204,49.9742545907366,46.6565083462431,FALSE,FALSE,FALSE,FALSE
"OCB",17,71,29,53,18,18,6,6,100,101,86.2835218360743,3.6251643138758,-0.5,38.5274187579432,0.863432451724671,50.9652859966999,33.3333333333333,31.1054164708183,22.7335668632721,0.229117946642895,0.634314505081776,54.9742545907366,34.5852373124536,FALSE,FALSE,FALSE,FALSE
"DOF",2102,53,47,29,38,13,17,2,100,99,48.2294523441317,2.12047466917243,-0.5,23.800581919777,0.528692675994462,23.2151960571839,33.3333333333333,5.64957234810256,23.1203380598894,0.039964577430756,0.488728098563706,9.97425459073663,35.4575507145628,FALSE,FALSE,FALSE,FALSE
"COMPTROLLER",784,57,43,36,26,14,21,3,100,100,42.5232723439113,1.61520162329368,1.5,19.3497270003757,0.415104707829343,14.8283560535635,100,11.3064265975949,15.7027593938858,0.0802378614771055,0.334866846352238,19.9742545907366,18.7281423766535,FALSE,FALSE,FALSE,FALSE
"TLC",632,39,60,22,31,27,16,3,99,99,43.6620964394471,1.41577803129013,0.5,21.066132310995,0.350768764805129,18.062614860513,66.6666666666667,13.460895889074,16.2045121002719,0.0974097282515122,0.253359036553617,23.7828542053942,19.8597819975794,FALSE,FALSE,FALSE,FALSE
"FISA",436,34,66,36,13,8,41,2,100,100,85.8828668824132,3.83686429221573,-0.5,39.8529114778446,0.875611747989264,53.4629399461285,33.3333333333333,21.2204853369862,33.7334486129668,0.154514247931271,0.721097500057993,37.5,59.3940761189455,FALSE,FALSE,FALSE,FALSE
"DCA",416,58,42,29,24,26,18,4,100,101,32.6415001120364,1.38956229019928,0.5,14.7566201148004,0.323352176801774,6.17346766326088,66.6666666666667,12.720640159968,7.47951543438086,0.0903920822348031,0.232960094566971,22.4742545907366,0.181658105267769,FALSE,FALSE,FALSE,FALSE
"SBS",301,57,43,29,33,19,17,2,100,100,45.2294523441317,1.82097513671969,-0.5,19.5176617774685,0.448244465227464,15.1447991037247,33.3333333333333,11.3064265975949,15.9092375321023,0.0802378614771055,0.368006603750358,19.9742545907366,19.1938276416992,FALSE,FALSE,FALSE,FALSE
"BIC",80,49,51,45,16,21,15,3,100,100,22.2949146503179,0.873600256595049,0.5,13.1279603522739,0.222869131348113,3.10454964728517,66.6666666666667,0.00728190138982238,13.1279583326878,0.0000515113170957675,0.222817620031018,0,12.9210049964887,FALSE,FALSE,FALSE,FALSE
"NYCTAX",49,51,49,51,18,10,20,0,100,99,48.8622705550025,2.70543024547558,-0.5,24.9535129090785,0.96430870493502,25.3876882901564,33.3333333333333,2.82114522335637,24.793526294827,0.0199485092343628,0.944360195700657,4.97425459073663,39.231214664599,FALSE,FALSE,FALSE,FALSE
"ACTUARY",51,45,55,51,10,6,31,2,100,100,73.8828668824132,3.35835085509182,-0.5,33.8477014171039,0.89609337175024,42.1471956948333,33.3333333333333,5.6641361508822,33.3704128366085,0.040195947971123,0.855897423779117,10,58.5752949482377,FALSE,FALSE,FALSE,FALSE
"IBO",36,47,53,67,11,8,11,3,100,100,69.304118163485,2.51397327167546,-0.5,39.2620934912239,0.694347557958104,52.3496491256506,33.3333333333333,2.83570902613601,39.1595548957429,0.0200835418092286,0.674264016148876,5,71.6319709599534,FALSE,FALSE,TRUE,TRUE
"MWFA",13,62,38,31,0,23,31,15,100,100,83.3925460910323,7.2854147909607,-0.5,35.0068234943014,1.22535905481918,44.3313539255913,33.3333333333333,18.3774944094604,29.7950564757213,0.131541653640512,1.09381740117867,32.4742545907366,50.5115319322874,FALSE,FALSE,FALSE,FALSE
"COUNCIL",867,52,48,44,21,22,9,5,100,101,28.5324758570783,1.76121423518033,0.5,13.0380327507252,0.403594616783189,2.9350971668616,66.6666666666667,4.23535878572946,12.3309380813111,0.0299515352589911,0.373643081524198,7.47425459073662,11.1234268595725,FALSE,FALSE,FALSE,FALSE
"BP-BK",124,64,36,31,41,15,2,10,100,99,85.6507036252034,5.55816202648543,-0.5,35.0159797873881,1.14784417424837,44.3486073221937,33.3333333333333,21.2059215342066,27.8644528450828,0.152528279498954,0.995315894749413,37.4742545907366,46.1573001903809,FALSE,FALSE,FALSE,FALSE
"CFB",115,49,51,42,18,12,23,5,100,100,36.2949146503179,2.28843323589149,0.5,19.3325770748827,0.534808291394193,14.7960400864541,66.6666666666667,0.00728190138982238,19.3325757034647,0.0000515113170957675,0.534756780077097,0,26.9147329028669,FALSE,FALSE,FALSE,FALSE
"BP-QNS",109,67,33,55,14,12,10,9,100,100,89.2835218360743,4.73259675941221,-0.5,37.4781651383314,0.94678420901647,48.9881552228916,33.3333333333333,25.4485622213259,27.513333912911,0.184679343846572,0.762104865169898,44.9742545907366,45.3653959510104,FALSE,FALSE,FALSE,FALSE
"BP-MAN",94,52,48,34,28,26,7,5,100,100,24.6507036252034,1.83072150749065,-0.5,11.4803910575002,0.434813342789696,0,33.3333333333333,4.23535878572946,10.6705723740235,0.0299515352589911,0.404861807530705,7.47425459073662,7.37868249510994,FALSE,FALSE,FALSE,FALSE
"BP-BX",93,58,42,24,19,45,0,12,100,100,71.8681790965827,5.70063140966184,-0.5,29.7729476485562,1.13790070209328,34.4690510395238,33.3333333333333,12.720640159968,26.9186501445424,0.0903920822348031,1.04750861985848,22.4742545907366,44.0241621008644,FALSE,FALSE,FALSE,FALSE
"PA",52,52,48,27,31,17,6,19,100,100,58.6507036252034,7.58677765071552,-0.5,24.8586774005658,0.884081243584937,25.2089877369007,33.3333333333333,4.23535878572946,24.4952154116175,0.0299515352589911,0.854129708325946,7.47425459073662,38.5584122850669,FALSE,FALSE,FALSE,FALSE
"BP-SI",53,62,38,77,9,6,0,8,100,100,121.283521836074,5.96019435101822,-0.5,54.4954261675123,1.5813027784691,81.0541398788875,33.3333333333333,18.3774944094604,51.3032082077625,0.131541653640512,1.44976112482858,32.4742545907366,99.0204415267556,TRUE,FALSE,TRUE,TRUE
"PUBADMIN",47,60,40,36,23,30,4,6,100,99,41.9989053494617,2.55537275893742,1.5,19.4025451642178,0.635254820780615,14.9278824361238,100,15.5490672847142,11.6053981157452,0.110847400794007,0.524407419986608,27.4742545907366,9.48706344558484,FALSE,FALSE,FALSE,FALSE
"NYCHA",10962,40,60,17,50,24,5,4,100,100,78.6712999526141,3.47032894429459,-0.5,37.6988978029323,0.831164691985116,49.4040864484887,33.3333333333333,12.7352039627477,35.4826926202501,0.091153414795157,0.740011277189959,22.5,63.3392742217451,FALSE,FALSE,FALSE,FALSE
"PARKS",7267,34,66,35,30,25,6,3,100,99,50.553072184489,1.7935012148597,0.5,24.7238441890694,0.494204585328225,24.9549186664699,66.6666666666667,21.2204853369862,12.6869804740187,0.154514247931271,0.339690337396954,37.5,11.9264353400233,FALSE,FALSE,FALSE,FALSE
"HPD",2441,51,49,26,39,20,12,2,100,99,41.2386558572987,1.9190656819259,-1.5,21.6661845674945,0.448895336410057,19.193306010911,0,2.82114522335637,21.4817292912249,0.0199485092343628,0.428946827175694,4.97425459073663,31.761876366988,FALSE,FALSE,FALSE,FALSE
"LPC",83,71,29,70,8,7,6,8,100,99,126.283521836074,5.71535195031762,-0.5,53.8475250592016,1.3658018767647,79.8332861256267,33.3333333333333,31.1054164708183,43.9546245710083,0.229117946642895,1.13668393012181,54.9742545907366,82.4466427306621,TRUE,FALSE,TRUE,TRUE
"DCLA",74,58,42,43,16,19,14,8,100,100,45.2835218360743,3.03900705932439,-0.5,18.77580930262,0.550259348200037,13.7469108046199,33.3333333333333,12.720640159968,13.8100082870707,0.0903920822348031,0.459867265965234,22.4742545907366,14.4592822035805,FALSE,FALSE,FALSE,FALSE
"DOE",174105,77,23,44,22,22,7,4,100,99,80.5324758570783,2.58948768275055,0.5,41.7532118896636,0.690151570666714,57.0437161793121,66.6666666666667,39.5906978450568,13.2630067196153,0.300253699418797,0.389897871247917,69.9742545907366,13.2255895128135,FALSE,FALSE,FALSE,FALSE
"SCA",827,35,65,41,20,14,23,1,100,99,58.8828668824132,2.503086600879,-0.5,26.1904121514594,0.707486166283298,27.7184036772676,33.3333333333333,19.8062717746132,17.136198150508,0.143728574481704,0.563757591801594,35,21.9610817719344,FALSE,FALSE,FALSE,FALSE
"NYCHH",38731,69,31,16,44,19,21,0,100,100,99.2294523441317,4.19586547946615,-0.5,42.3922930608727,1.24921923030677,58.2479503386628,33.3333333333333,28.2769893460721,31.5835144415729,0.206647726638251,1.04257150366851,49.9742545907366,54.5451721473952,FALSE,FALSE,FALSE,FALSE
"HRA",13018,71,29,14,57,18,9,2,100,100,116.238655857299,4.20904771794357,-1.5,53.028353588574,0.975010329531357,78.2897040084617,0,31.1054164708183,42.9471692954469,0.229117946642895,0.745892382888461,54.9742545907366,80.1744550740225,TRUE,FALSE,TRUE,TRUE
"DOHMH",7150,71,28,24,40,17,16,3,99,100,86.6415001120364,2.67477733106487,0.5,39.9682709633049,0.642679130576078,53.6803142629677,66.6666666666667,31.8203808220352,24.1852444299579,0.237187797516866,0.405491333059212,56.238144943367,37.8593120316577,FALSE,FALSE,FALSE,FALSE
"ACS",7366,72,28,13,62,18,5,3,100,101,127.650703625203,4.58285332422825,-0.5,58.2219679131609,1.07911522793468,88.0761412591912,33.3333333333333,32.5196300331914,48.2935938835111,0.24056251936281,0.838552708571866,57.4742545907366,92.2326379540366,TRUE,FALSE,TRUE,TRUE
"DHS",2438,50,50,9,64,20,4,2,100,99,89.2386558572987,4.12008448473572,-1.5,51.7566565837546,1.00089636131446,75.8934184620574,0,1.40693166098327,51.7375303240311,0.00994949391109179,0.990946867403368,2.47425459073662,100,TRUE,FALSE,TRUE,TRUE
"DYCD",574,64,36,18,43,22,11,5,100,99,79.6507036252034,3.36335539649438,-0.5,35.4721812902317,0.746919114160265,45.2082374568634,33.3333333333333,21.2059215342066,28.4356209246806,0.152528279498954,0.594390834661311,37.4742545907366,47.4454973856416,FALSE,FALSE,FALSE,FALSE
"DFTA",326,73,27,28,33,18,17,3,100,99,78.6415001120364,2.31640352312389,0.5,37.8638802299068,0.576845391831792,49.7149663229174,66.6666666666667,33.9338435955645,16.7978476268985,0.25215870402225,0.324686687809542,59.9742545907366,21.1979750593959,FALSE,FALSE,FALSE,FALSE
"DSNY",10134,9,91,52,21,21,4,1,100,99,116.141024416584,3.70761553795114,-0.5,60.4802572327902,1.17312149054913,92.3314835582755,33.3333333333333,56.5758243963136,21.3784379415793,0.485709669805707,0.687411820743422,100,31.528915822341,TRUE,TRUE,FALSE,TRUE
"DEP",6216,25,75,49,21,13,15,2,100,100,78.1318209034173,2.22596778172606,0.5,39.5659706085202,0.613703869440285,52.9222512009093,66.6666666666667,33.9484073983441,20.3217042914795,0.25744808909312,0.356255780347165,60,29.145587039061,FALSE,FALSE,FALSE,FALSE
"DOT",5716,25,75,42,30,16,11,2,100,101,80.1410244165843,2.55198467903486,-0.5,37.8281682518465,0.677434682479601,49.6476734878041,33.3333333333333,33.9484073983441,16.6875986410887,0.25744808909312,0.419986593386481,60,20.9493224484159,FALSE,FALSE,FALSE,FALSE
"DOB",1657,36,64,35,31,14,16,4,100,100,52.543868671322,2.03946663363483,1.5,24.9131595963174,0.507808374603022,25.3116496899612,100,18.3920582122401,16.8046932667381,0.133042901304243,0.374765473298779,32.5,21.213414532217,FALSE,FALSE,FALSE,FALSE
"DDC",1340,37,63,32,23,14,29,3,100,101,56.6620964394471,2.21587416033034,0.5,26.1816019838633,0.511003788135438,27.7018024922433,66.6666666666667,16.977844649867,19.9306064505428,0.122449740649443,0.388554047485995,30,28.2635154391882,FALSE,FALSE,FALSE,FALSE
"DCP",334,49,51,50,15,13,19,3,100,100,40.2949146503179,1.63535468901527,0.5,22.287552583393,0.435260151707574,20.364162897302,66.6666666666667,0.00728190138982238,22.2875513938033,0.0000515113170957675,0.435208640390478,0,33.5793059634589,FALSE,FALSE,FALSE,FALSE
"LAW",1903,63,37,47,28,13,9,4,100,101,68.5324758570783,2.59567626587215,0.5,28.8538007903771,0.674154401121247,32.7370831863871,66.6666666666667,19.7917079718335,20.9959547439126,0.141994992190701,0.532159408930546,34.9742545907366,30.6662734582656,FALSE,FALSE,FALSE,FALSE
"DA-MAN",1472,56,44,55,16,18,8,3,100,100,55.2835218360743,1.96697864911017,-0.5,25.8395438650292,0.515005291241544,27.0572551487439,33.3333333333333,9.89221303522184,23.871031574244,0.070124180894778,0.444881110346766,17.4742545907366,37.150644769071,FALSE,FALSE,FALSE,FALSE
"DA-BK",1140,56,44,42,28,19,6,5,100,100,47.5324758570783,2.51558157178217,0.5,18.6953301239901,0.629845837726446,13.5952621872161,66.6666666666667,9.89221303522184,15.8637791749241,0.070124180894778,0.559721656831668,17.4742545907366,19.0913020799429,FALSE,FALSE,FALSE,FALSE
"DA-BX",1082,59,41,36,26,29,5,3,100,99,37.9989053494617,1.47970899840233,1.5,17.9308237660926,0.442295242893918,12.1546866974405,100,14.1348537223411,11.0326946472152,0.100593134247008,0.34170210864691,24.9742545907366,8.19540337523227,FALSE,FALSE,FALSE,FALSE
"DA-QNS",710,57,43,53,14,17,8,8,100,100,63.2835218360743,3.87116760830339,-0.5,26.2677328231185,0.785751703712805,27.8641006532241,33.3333333333333,11.3064265975949,23.7098820169974,0.0802378614771055,0.7055138422357,19.9742545907366,36.7871923719959,FALSE,FALSE,FALSE,FALSE
"OATH",717,61,38,48,29,13,7,3,99,100,68.5324758570783,2.3920677315522,0.5,28.6235881757195,0.659798317360637,32.303288690518,66.6666666666667,17.684529932499,22.507047809958,0.127528501943447,0.532269815417189,31.2492548887847,34.0743523040375,FALSE,FALSE,FALSE,FALSE
"DA-NARC",215,52,48,48,19,15,9,8,100,99,44.2835218360743,3.29129948288221,-0.5,20.2482250024911,0.638232139950841,16.5214148307585,33.3333333333333,4.23535878572946,19.8003119093526,0.0299515352589911,0.60828060469185,7.47425459073662,27.969652619268,FALSE,FALSE,FALSE,FALSE
"CCRB",203,49,51,40,24,19,8,8,100,99,28.553072184489,2.92225027245481,0.5,13.3085656051454,0.546360791692792,3.44486794277581,66.6666666666667,0.00728190138982238,13.3085636129663,0.0000515113170957675,0.546309280375696,0,13.3283373104161,FALSE,FALSE,FALSE,FALSE
"DA-SI",170,56,44,72,8,12,3,5,100,100,93.2835218360743,4.1227052025473,-0.5,45.1193091599811,1.13329000101424,63.3865244159314,33.3333333333333,9.89221303522184,44.0215422303642,0.070124180894778,1.06316582011946,17.4742545907366,82.597567028036,FALSE,FALSE,TRUE,TRUE
"CCHR",139,59,40,27,26,20,17,9,99,99,49.6415001120364,3.54353442928027,0.5,20.0432575121427,0.602317640710691,16.1351902562386,66.6666666666667,14.8587950920751,13.4517054721619,0.106684939186646,0.495632701524044,26.2540142200376,13.6511756274137,FALSE,FALSE,FALSE,FALSE
"BOC",30,70,30,33,37,20,7,3,100,100,74.6507036252034,2.51529172278649,-0.5,35.4000676045511,0.637795202862654,45.072352114648,33.3333333333333,29.6912029084452,19.2768580493899,0.217815926607223,0.419979276255431,52.4742545907366,26.7890687975545,FALSE,FALSE,FALSE,FALSE
"COIB",25,56,44,48,4,12,24,12,100,100,78.2743183229072,5.98672318410542,0.5,31.165441919276,1.11956642028067,37.0929574273906,66.6666666666667,9.89221303522184,29.5538303996208,0.070124180894778,1.04944223938589,17.4742545907366,49.9674770984192,FALSE,FALSE,FALSE,FALSE
"NYCCSC",15,67,33,40,40,13,7,0,100,100,85.1204280891736,3.83425985081232,-0.5,36.2028271454697,1.22988649458737,46.5850088857588,33.3333333333333,25.4485622213259,25.7490849195086,0.184679343846572,1.0452071507408,44.9742545907366,41.3863560042354,FALSE,FALSE,FALSE,FALSE
"EEPC",12,67,33,17,42,8,25,8,100,100,109.641500112036,5.53359059255061,0.5,43.7111016959989,1.17009667431886,60.7330093258661,66.6666666666667,25.4485622213259,35.5391487284834,0.184679343846572,0.985417330472288,44.9742545907366,63.4666038167964,FALSE,FALSE,FALSE,FALSE
"NYPD",55960,35,65,37,26,26,10,2,100,101,42.1410244165843,1.51773172423848,-0.5,21.1431589694992,0.402058188848062,18.2077578212669,33.3333333333333,19.8062717746132,7.39897084733246,0.143728574481704,0.258329614366358,35,0,FALSE,FALSE,FALSE,FALSE
"FDNY",17746,11,89,65,13,17,1,4,100,100,139.304118163485,4.51814306714165,-0.5,64.5499013555379,1.36176536071493,100,33.3333333333333,53.7473972715674,35.7478258295799,0.452420066231437,0.90934529448349,95,63.9372485638505,TRUE,TRUE,FALSE,TRUE
"DOC",12296,43,57,13,58,22,5,2,100,100,86.2592521847094,3.7751211753864,-1.5,45.0982560116648,0.902341307524514,63.3468535235526,0,8.49256327562839,44.2914107283016,0.0604377949477865,0.841903512576727,15,83.2062212132926,FALSE,FALSE,TRUE,TRUE
"DOP",1166,69,31,13,64,18,3,2,100,100,126.238655857299,4.90693472427325,-1.5,57.8183673581658,1.20113283386903,87.3156282023935,0,28.2769893460721,50.4318894895475,0.206647726638251,0.994485107230777,49.9742545907366,97.0552926168707,TRUE,FALSE,TRUE,TRUE
"DOI",367,54,46,42,23,17,13,4,100,99,32.5324758570783,1.42886591867419,0.5,14.7953526368901,0.354873181123642,6.24645217333479,66.6666666666667,7.06378591047565,13.0002072391518,0.0499936580591374,0.304879523064505,12.4742545907366,12.6328786003141,FALSE,FALSE,FALSE,FALSE
"NYCEM",202,46,53,55,16,13,9,7,99,100,54.304118163485,3.3337986617051,-0.5,26.574132767782,0.714658270584276,28.4414565454166,33.3333333333333,3.61269204951302,26.3274189489796,0.0254563340169648,0.689201936567311,6.37352491174178,42.6907150909913,FALSE,FALSE,FALSE,FALSE
